Country Name,Country Code,Series Name,Series Code,Year,Value
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1978,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1978,4353.3273744052
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1978,1.46300333315605
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1978,19.7736704973662
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1978,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1978,9516.78283228907
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1978,3.00849288090146
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1978,2.71869696123339
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1978,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1978,1617.87853402771
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1978,4.39999999999998
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1978,4.68714274853112
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1978,..
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1978,2457.31321644599
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1978,2.81596606697316
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1978,21.0387723599382
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1978,..
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1978,5976.93816899991
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1978,4.20426054150653
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1978,8.26314103860768
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1978,..
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1978,10564.9482220275
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1978,5.53520647919645
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1978,7.63096383885606
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1978,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1978,5623.42917622719
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1978,3.24013978059317
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1978,12.0940138425074
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1978,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1979,11062.5731730373
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1979,3.69531078677157
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1979,10.6467341716664
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1979,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1979,5766.09296672485
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1979,0.0415465166768456
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1979,15.6602355971772
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1979,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1979,11322.3543443813
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1979,4.15036330963736
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1979,4.04362006473399
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1979,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1979,1864.67188851588
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1979,2.69999999999983
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1979,8.97641234700303
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1979,..
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1979,2755.6246177008
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1979,5.63893733004393
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1979,21.8992248062015
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1979,..
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1979,7804.76208051155
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1979,3.74901665139554
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1979,13.4212799774012
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1979,..
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1979,11674.1818666548
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1979,3.16598822778928
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1979,11.2544711292795
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1979,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1979,7006.39699054556
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1979,5.95915952688955
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1979,14.7985735661484
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1979,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1980,12565.1639377144
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1980,1.67641337198611
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1980,13.5625788483016
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1980,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1980,6204.14321544225
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1980,2.20872810257116
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1980,15.5619020957245
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1980,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1980,12182.7800196802
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1980,1.40882865694267
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1980,5.44105754460347
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1980,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1980,2158.22181355246
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1980,0.200000000000884
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1980,9.28585743921337
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1980,..
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1980,3368.36666940279
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1980,4.58934022380851
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1980,15.8674803836094
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1980,..
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1980,10032.062080015
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1980,-2.03136779227732
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1980,17.9659242656857
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1980,..
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1980,12574.7915062163
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1980,-0.256775736225364
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1980,13.5492019749684
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1980,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1980,8476.41045000836
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1980,3.43001634618649
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1980,21.0641682770745
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1980,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1981,10955.9002996167
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1981,1.18831474293866
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1981,13.3144055680071
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1981,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1981,5367.32976278411
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1981,-0.13246859717357
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1981,14.5493457170322
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1981,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1981,10246.4767623188
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1981,0.529240572519726
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1981,6.34424277746325
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1981,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1981,2213.05267699322
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1981,2.86674495956183
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1981,4.66141394394755
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1981,..
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1981,3245.97521367748
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1981,1.61810337594387
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1981,19.0404107466915
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1981,..
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1981,9599.30622221965
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1981,-0.787743871332012
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1981,11.8766265142296
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1981,..
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1981,13976.10539252
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1981,2.53770126586743
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1981,10.3347153402771
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1981,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1981,7640.40241250516
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1981,0.844227628121416
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1981,17.9692987519672
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1981,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1982,10359.8920663549
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1982,2.44251268690125
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1982,11.9784719523806
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1982,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1982,5156.02303792945
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1982,1.2464617922282
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1982,14.4150020548327
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1982,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1982,9950.05926025365
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1982,-0.394840785357886
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1982,5.24104507228422
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1982,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1982,2255.06405686887
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1982,2.84108854244893
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1982,6.8358050825954
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1982,..
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1982,3079.94956634271
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1982,2.13537570814005
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1982,21.6792837277095
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1982,..
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1982,9146.07735701852
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1982,1.99489122707782
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1982,8.59886383332186
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1982,..
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1982,14433.787727053
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1982,-1.80301378017963
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1982,6.13142700027493
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1982,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,1982,7573.93967597775
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1982,0.413585694308892
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1982,16.4804146202214
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1982,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1983,9862.28449386586
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1983,1.26205761797051
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1983,9.45954847235318
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1983,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1983,4475.30126831295
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1983,1.77011581051299
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1983,12.1740727351699
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1983,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1983,9900.48559233526
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1983,1.57241014877407
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1983,3.29341474302854
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1983,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,1983,2049.71617921793
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1983,0.722965871831008
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1983,7.27989573279491
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1983,..
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1983,2735.49106580047
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1983,-0.173113460619234
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1983,24.0027623802917
